id,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
5339,convex,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,wood
5340,convex,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,wood
5341,convex,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
5342,convex,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves
5343,convex,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,wood
5345,convex,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,wood
5346,flat,scaly,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths
5347,knobbed,smooth,white,No Bruises,null,free,crowded,broad,gray,enlarging,,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses
5348,flat,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
5350,flat,scaly,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,wood
5351,convex,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths
5353,convex,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
5354,flat,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,wood
5355,flat,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
5357,flat,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
5358,flat,scaly,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
5359,flat,scaly,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
5360,knobbed,scaly,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
5362,flat,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths
5363,convex,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,wood
5365,flat,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,wood
5366,convex,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
5368,convex,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
5370,convex,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
5371,convex,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
5372,convex,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,wood
5374,convex,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,wood
5376,convex,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,wood
5377,flat,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
5379,flat,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,wood
5380,flat,scaly,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
5381,flat,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
5382,flat,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths
5383,flat,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,wood
5384,flat,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,wood
5385,flat,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,wood
5386,knobbed,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,wood
5387,flat,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,wood
5388,flat,scaly,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,wood
5389,flat,scaly,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
5390,flat,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
5391,flat,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths
5393,convex,fibrous,white,No Bruises,null,free,crowded,broad,pink,enlarging,,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
5394,convex,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,wood
5395,convex,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
5396,convex,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,wood
5399,flat,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
5400,convex,scaly,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
5401,convex,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths
5402,knobbed,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
5403,knobbed,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,wood
5404,convex,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves
5405,convex,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
5407,knobbed,fibrous,white,No Bruises,null,free,crowded,broad,pink,enlarging,,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses
5410,convex,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,wood
5412,convex,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,wood
5414,flat,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
5417,convex,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths
5419,flat,scaly,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
5421,flat,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
5422,convex,smooth,brown,No Bruises,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,several,leaves
5423,convex,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
5425,flat,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,wood
5426,convex,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
5427,flat,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
5428,flat,scaly,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,wood
5429,flat,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
5431,convex,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,wood
5432,flat,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
5434,flat,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
5435,flat,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
5438,flat,scaly,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,wood
5439,flat,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,wood
5440,knobbed,scaly,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
5441,flat,scaly,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
5444,flat,scaly,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,wood
5445,flat,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,wood
5446,flat,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
5448,flat,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths
5449,flat,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
5450,convex,smooth,green,No Bruises,null,free,crowded,broad,pink,enlarging,,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses
5451,convex,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
5452,flat,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
5453,knobbed,scaly,brown,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
5454,convex,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,wood
5455,convex,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,wood
5456,convex,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
5457,knobbed,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths
5458,convex,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,wood
5460,convex,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
5461,flat,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
5462,flat,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,wood
5463,flat,smooth,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
5465,convex,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
5466,convex,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,wood
5468,flat,smooth,red,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,wood
5471,knobbed,scaly,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
5472,convex,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
5473,flat,scaly,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths
5480,flat,scaly,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
5481,convex,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
5482,knobbed,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,wood
5483,convex,scaly,red,No Bruises,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
5484,convex,smooth,brown,No Bruises,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
5485,flat,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths
5487,convex,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
5489,bell,smooth,brown,No Bruises,null,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,several,leaves
5490,flat,smooth,brown,No Bruises,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,wood
5491,knobbed,scaly,cinnamon,No Bruises,musty,attached,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,null,null,white,clustered,wood
5492,convex,smooth,red,No Bruises,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves
5493,flat,smooth,brown,No Bruises,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
