Observacion,clase,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,bruises
6005,edible,knobbed,smooth,green,null,free,crowded,broad,gray,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
6006,poisonous,flat,smooth,brown,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink.,partial,white,one,evanescent,white,several,wood,No presenta
6007,poisonous,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink.,partial,white,one,evanescent,white,several,wood,No presenta
6008,poisonous,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
6009,poisonous,knobbed,smooth,red,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white.,partial,white,one,evanescent,white,several,paths,No presenta
6011,poisonous,knobbed,scaly,brown,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon.,partial,white,null,null,white,clustered,wood,No presenta
6012,edible,knobbed,smooth,brown,null,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,yellow,several,leaves,No presenta
6014,edible,convex,smooth,green,null,free,crowded,broad,pink,enlarging,,silky,silky,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
6019,edible,bell,fibrous,white,null,free,crowded,broad,gray,enlarging,,smooth,silky,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
6020,poisonous,convex,smooth,brown,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink.,partial,white,one,evanescent,white,several,paths,No presenta
6021,poisonous,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
6024,poisonous,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
6025,edible,bell,smooth,brown,null,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,brown,clustered,leaves,No presenta
6026,poisonous,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white.,partial,white,one,evanescent,white,several,leaves,No presenta
6027,poisonous,knobbed,scaly,red,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
6028,edible,bell,smooth,green,null,free,crowded,broad,pink,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
6030,edible,bell,smooth,brown,null,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,brown,several,leaves,No presenta
6031,poisonous,convex,smooth,brown,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink.,partial,white,one,evanescent,white,several,wood,No presenta
6034,poisonous,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
6035,edible,knobbed,fibrous,green,null,free,crowded,broad,pink,enlarging,,silky,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
6036,poisonous,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,,silky,smooth,white,pink.,partial,white,one,evanescent,white,several,paths,No presenta
6037,poisonous,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink.,partial,white,one,evanescent,white,several,wood,No presenta
6039,edible,flat,smooth,pink,null,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white.,partial,white,two,pendant,white,solitary,paths,Presenta
6040,poisonous,knobbed,scaly,red,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white.,partial,white,one,evanescent,white,several,paths,No presenta
6041,edible,flat,smooth,brown,null,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,buff,clustered,leaves,No presenta
6042,poisonous,knobbed,scaly,red,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white.,partial,white,one,evanescent,white,several,leaves,No presenta
6043,poisonous,knobbed,scaly,brown,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink.,partial,white,one,evanescent,white,several,wood,No presenta
6044,poisonous,knobbed,smooth,red,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink.,partial,white,one,evanescent,white,several,paths,No presenta
6045,edible,convex,smooth,brown,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,orange,clustered,leaves,No presenta
6047,poisonous,knobbed,smooth,red,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
6048,poisonous,knobbed,smooth,red,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white.,partial,white,one,evanescent,white,several,leaves,No presenta
6050,poisonous,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
6051,edible,convex,fibrous,green,null,free,crowded,broad,pink,enlarging,,smooth,silky,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
6052,edible,knobbed,smooth,brown,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,orange,several,leaves,No presenta
6053,poisonous,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white.,partial,white,one,evanescent,white,several,wood,No presenta
6054,edible,flat,scaly,brown,null,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white.,partial,white,two,pendant,white,solitary,paths,Presenta
6056,edible,knobbed,smooth,white,null,free,crowded,broad,white,enlarging,,silky,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
6058,poisonous,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white.,partial,white,one,evanescent,white,several,leaves,No presenta
6059,edible,knobbed,scaly,brown,null,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown.,partial,white,two,pendant,white,solitary,paths,No presenta
6060,edible,convex,fibrous,green,null,free,crowded,broad,pink,enlarging,,silky,silky,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
6061,poisonous,knobbed,scaly,red,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
6062,poisonous,flat,scaly,brown,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
6063,edible,flat,smooth,brown,null,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,buff,several,leaves,No presenta
6064,poisonous,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink.,partial,white,one,evanescent,white,several,paths,No presenta
6066,edible,bell,smooth,brown,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,yellow,clustered,leaves,No presenta
6067,edible,convex,fibrous,green,null,free,crowded,broad,gray,enlarging,,silky,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
6068,poisonous,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white.,partial,white,one,evanescent,white,several,paths,No presenta
6069,edible,convex,smooth,green,null,free,crowded,broad,white,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
6070,poisonous,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
6071,edible,bell,smooth,brown,null,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,orange,clustered,leaves,No presenta
6072,edible,bell,smooth,green,null,free,crowded,broad,gray,enlarging,,smooth,silky,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
6073,poisonous,convex,scaly,red,musty,attached,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon.,partial,white,null,null,white,clustered,wood,No presenta
6074,poisonous,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink.,partial,white,one,evanescent,white,several,paths,No presenta
6076,poisonous,convex,smooth,red,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,white.,partial,white,one,evanescent,white,several,paths,No presenta
6078,edible,bell,fibrous,green,null,free,crowded,broad,white,enlarging,,silky,silky,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
6079,edible,flat,smooth,brown,null,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white.,partial,white,two,pendant,white,several,paths,Presenta
6080,poisonous,knobbed,smooth,brown,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink.,partial,white,one,evanescent,white,several,paths,No presenta
6081,poisonous,flat,scaly,yellow,null,free,crowded,narrow,yellow,enlarging,club,scaly,scaly,yellow,yellow.,partial,yellow,one,evanescent,white,clustered,leaves,No presenta
6083,poisonous,knobbed,scaly,brown,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white.,partial,white,one,evanescent,white,several,wood,No presenta
6084,poisonous,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
6085,edible,flat,smooth,brown,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,yellow,clustered,leaves,No presenta
6087,poisonous,flat,scaly,brown,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white.,partial,white,one,evanescent,white,several,wood,No presenta
6088,poisonous,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white.,partial,white,one,evanescent,white,several,paths,No presenta
6089,poisonous,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink.,partial,white,one,evanescent,white,several,paths,No presenta
6090,edible,convex,smooth,white,null,free,crowded,broad,pink,enlarging,,silky,smooth,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
6091,edible,convex,smooth,green,null,free,crowded,broad,gray,enlarging,,smooth,silky,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
6092,edible,convex,fibrous,white,null,free,crowded,broad,white,enlarging,,silky,silky,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
6093,poisonous,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white.,partial,white,one,evanescent,white,several,wood,No presenta
6094,poisonous,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white.,partial,white,one,evanescent,white,several,paths,No presenta
6095,poisonous,knobbed,scaly,brown,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
6096,poisonous,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white.,partial,white,one,evanescent,white,several,paths,No presenta
6097,poisonous,knobbed,smooth,brown,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white.,partial,white,one,evanescent,white,several,wood,No presenta
6101,edible,convex,fibrous,white,null,free,crowded,broad,pink,enlarging,,smooth,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
6102,poisonous,knobbed,scaly,brown,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink.,partial,white,one,evanescent,white,several,wood,No presenta
6103,edible,convex,smooth,brown,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,orange,clustered,leaves,No presenta
6104,poisonous,knobbed,scaly,brown,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
6105,poisonous,knobbed,scaly,brown,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white.,partial,white,one,evanescent,white,several,leaves,No presenta
6106,poisonous,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
6107,edible,bell,smooth,brown,null,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,buff,clustered,leaves,No presenta
6108,edible,flat,smooth,brown,null,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,brown,clustered,leaves,No presenta
6109,edible,bell,smooth,white,null,free,crowded,broad,gray,enlarging,,silky,silky,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
6110,poisonous,knobbed,smooth,brown,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white.,partial,white,one,evanescent,white,several,leaves,No presenta
6112,edible,bell,fibrous,green,null,free,crowded,broad,gray,enlarging,,silky,silky,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
6115,edible,convex,smooth,brown,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,buff,clustered,leaves,No presenta
6117,edible,convex,smooth,brown,null,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown.,partial,white,two,pendant,white,solitary,paths,No presenta
6120,edible,convex,smooth,brown,null,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,yellow,clustered,leaves,No presenta
6122,edible,convex,smooth,white,null,free,crowded,broad,pink,enlarging,,silky,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
6123,edible,knobbed,fibrous,white,null,free,crowded,broad,gray,enlarging,,silky,silky,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
6124,edible,bell,fibrous,green,null,free,crowded,broad,pink,enlarging,,silky,smooth,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
6126,poisonous,flat,scaly,red,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,pink.,partial,white,one,evanescent,white,several,paths,No presenta
6127,poisonous,knobbed,smooth,red,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
6128,edible,knobbed,smooth,brown,null,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,brown,several,leaves,No presenta
6131,edible,bell,smooth,white,null,free,crowded,broad,gray,enlarging,,silky,smooth,white,white.,partial,white,two,pendant,white,scattered,grasses,No presenta
6133,poisonous,knobbed,scaly,brown,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink.,partial,white,one,evanescent,white,several,leaves,No presenta
6134,edible,flat,smooth,brown,null,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange.,partial,orange,one,pendant,buff,clustered,leaves,No presenta
6136,poisonous,knobbed,scaly,red,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink.,partial,white,one,evanescent,white,several,wood,No presenta
6137,edible,convex,smooth,brown,null,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange.,partial,brown,one,pendant,yellow,several,leaves,No presenta
6138,edible,convex,fibrous,white,null,free,crowded,broad,gray,enlarging,,silky,silky,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
6139,edible,convex,fibrous,green,null,free,crowded,broad,white,enlarging,,silky,smooth,white,white.,partial,white,two,pendant,white,numerous,grasses,No presenta
